Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
2DCAAC78,Greedent,No,506816D3,4EE932D2,Ground,31,31,31,31,31,31,Cheek Pouch,Mild,Male,86,64,204,0
2DD42101,Oinkologne,No,50718B5C,88EDC933,Ice,31,31,31,31,31,31,Thick Fat,Brave,Male,231,26,100,0
2DD7D39A,Sableye,No,50753DF5,8438A898,Flying,31,31,31,31,31,31,Keen Eye,Rash,Male,114,207,86,0
2E07DD71,Dunsparce (Rare),No,50A547CC,434A4C84,Electric,31,31,31,31,31,31,Rattled,Modest,Male,139,104,168,0
2E33F8F8,Ditto,No,50D16353,F2E58FF2,Ground,31,31,31,31,31,31,Imposter,Relaxed,Genderless,155,203,79,0
2E752BF1,Noibat,No,5112964C,0B6C53A0,Electric,31,31,31,31,31,31,Infiltrator,Bashful,Female,87,78,87,0
2E949786,Riolu,No,513201E1,869F75B9,Fighting,31,31,31,31,31,31,Inner Focus,Rash,Male,118,79,131,0
2EB066F5,Gothorita,No,514DD150,F8FCF8D6,Dark,31,31,31,31,31,31,Shadow Tag,Jolly,Female,109,140,133,0
2EDF79FC,Eevee,No,517CE457,A4E99C3A,Steel,31,31,31,31,31,31,Adaptability,Naive,Male,132,210,174,0
2EEB5C75,Axew,No,5188C6D0,D5A553BC,Dark,31,31,31,31,31,31,Rivalry,Serious,Female,156,143,137,0
30268E7C,Frigibax,No,52C3F8D7,C6DC631B,Fire,31,31,31,31,31,31,Thermal Exchange,Naughty,Female,179,153,47,0
30454610,Lokix,No,52E2B06B,4F6DD87E,Grass,31,31,31,31,31,31,Tinted Lens,Quirky,Male,79,74,194,0
3056AD6E,Staravia,No,52F417C9,86EE82DF,Fire,31,31,31,31,31,31,Reckless,Hardy,Female,193,141,98,0
31310774,Oranguru,No,53CE71CF,FFD26AE9,Dragon,31,31,31,31,31,31,Symbiosis,Gentle,Male,39,164,215,0
315E187D,Haunter,No,53FB82D8,A31BCA41,Steel,31,31,31,31,31,31,Levitate,Relaxed,Female,61,71,80,0
316A3DF4,Sneasel,No,5407A84F,D3B849C1,Dragon,31,31,31,31,31,31,Keen Eye,Careful,Male,51,94,113,0
3186BCF0,Girafarig,No,5424274B,467A5279,Grass,31,31,31,31,31,31,Sap Sipper,Adamant,Male,204,93,92,0
31B10773,Oranguru,No,544E71CE,00626F64,Ice,31,31,31,31,31,31,Inner Focus,Bold,Female,172,68,73,0
31D2157E,Zorua,No,546F7FD9,73BB4BDF,Ghost,31,31,31,31,31,31,Illusion,Hasty,Male,81,170,146,0
31DD8670,Steenee,No,547AF0CB,B2067D71,Grass,31,31,31,31,31,31,Leaf Guard,Lax,Female,116,91,207,0
32936974,Lokix,No,5530D3CF,7674C505,Dragon,31,31,31,31,31,31,Swarm,Relaxed,Female,202,75,102,0
329CE381,Tinkatuff,No,553A4DDC,AC471B2E,Ice,31,31,31,31,31,31,Pickpocket,Bold,Female,167,66,91,0
329E5407,Snover,No,553BBE62,A2238C10,Flying,31,31,31,31,31,31,Snow Warning,Naive,Male,178,187,162,0
32C853F4,Makuhita,No,5565BE4F,59DE82D5,Dragon,31,31,31,31,31,31,Sheer Force,Naughty,Female,65,91,69,0
33226514,Numel,No,55BFCF6F,B126315A,Dragon,31,31,31,31,31,31,Own Tempo,Mild,Female,180,69,141,0
333F8C9D,Venomoth,No,55DCF6F8,276E1E62,Steel,31,31,31,31,31,31,Shield Dust,Mild,Male,160,82,172,0
3364B61D,Haunter,No,56022078,CC27B370,Steel,31,31,31,31,31,31,Levitate,Careful,Male,84,180,142,0
336ACF05,Pincurchin,No,56083960,D23CA2F2,Normal,31,31,31,31,31,31,Lightning Rod,Bashful,Female,53,156,155,0
33D0E87C,Gumshoos,No,566E52D7,7B10CD0C,Fire,31,31,31,31,31,31,Adaptability,Docile,Male,146,97,200,0
3410CD08,Bruxish,No,56AE3763,82361303,Poison,31,31,31,31,31,31,Dazzling,Sassy,Female,167,187,90,0
34347D7C,Dunsparce (Common),No,56D1E7D7,0F9DC43B,Fire,31,31,31,31,31,31,Serene Grace,Impish,Female,200,21,66,0
345B6275,Dolliv,No,56F8CCD0,9B60E597,Dark,31,31,31,31,31,31,Early Bird,Quiet,Male,176,221,101,0
346D5675,Luxio,No,570AC0D0,F3C1D1A7,Dark,31,31,31,31,31,31,Intimidate,Rash,Male,172,160,138,0
346F47FC,Corvisquire,No,570CB257,EC0566DF,Fire,31,31,31,31,31,31,Unnerve,Hasty,Female,103,137,202,0
34B7E371,Naclstack,No,57554DCC,0E34022F,Electric,31,31,31,31,31,31,Clear Body,Relaxed,Male,88,98,135,0
34B9DB6E,Marill,No,575745C9,268A83DC,Fire,31,31,31,31,31,31,Thick Fat,Impish,Male,173,158,14,0
34D8FC78,Axew,No,577666D3,A1B9D393,Rock,31,31,31,31,31,31,Unnerve,Quiet,Male,210,171,80,0
34F1717F,Seviper,No,578EDBDA,03B235D4,Bug,31,31,31,31,31,31,Infiltrator,Modest,Male,48,207,240,0
35989895,Kirlia,No,583602F0,A24F2556,Dark,31,31,31,31,31,31,Telepathy,Docile,Female,208,108,73,0
35B33EF3,Flaaffy,No,5850A94E,FBF9A6DB,Ice,31,31,31,31,31,31,Static,Bold,Male,173,133,20,0
35E4560A,Oranguru,No,5881C065,CF77FDFF,Rock,31,31,31,31,31,31,Inner Focus,Bold,Female,127,106,113,0
3652DC02,Axew,No,58F0465D,77F003EA,Water,31,31,31,31,31,31,Unnerve,Jolly,Female,198,84,159,0
368D4D11,Venomoth,No,592AB76C,729017CE,Electric,31,31,31,31,31,31,Tinted Lens,Brave,Male,54,157,116,0
3721A8F8,Spidops,No,59BF1353,C3952EB3,Rock,31,31,31,31,31,31,Stakeout,Relaxed,Female,99,203,175,0
374EB7F1,Riolu,No,59EC224C,677FFC0F,Electric,31,31,31,31,31,31,Prankster,Hasty,Male,113,123,131,0
3796137C,Kirlia,No,5A337DD7,86AF8B5F,Fire,31,31,31,31,31,31,Trace,Jolly,Male,72,100,112,0
37CD29FC,Finizen,No,5A6A9457,719B4D0B,Fire,31,31,31,31,31,31,Water Veil,Sassy,Male,122,158,187,0
382553FE,Makuhita,No,5AC2BE59,D8963E59,Steel,31,31,31,31,31,31,Sheer Force,Hasty,Male,203,187,144,0
38358704,Oranguru,No,5AD2F15F,19B4E1B6,Flying,31,31,31,31,31,31,Telepathy,Adamant,Male,147,165,138,0
387E697E,Lokix,No,5B1BD3D9,2D1BEC39,Steel,31,31,31,31,31,31,Swarm,Naive,Male,95,114,207,0
38A6CDF3,Hattrem,No,5B44384E,CF7C7869,Ice,31,31,31,31,31,31,Healer,Lax,Female,181,124,139,0
38C9D2FA,Larvitar,No,5B673D55,6AA151C1,Ground,31,31,31,31,31,31,Guts,Brave,Female,45,128,83,0
38FDF773,Gible,No,5B9B61CE,3B44DB31,Ice,31,31,31,31,31,31,Sand Veil,Impish,Female,155,137,242,0
3920A071,Larvesta,No,5BBE0ACC,C574F121,Electric,31,31,31,31,31,31,Flame Body,Bashful,Male,175,29,89,0
39D28C97,Glimmet,No,5C6FF6F2,7CDD4ADE,Dragon,31,31,31,31,31,31,Toxic Debris,Serious,Female,176,111,206,0
3A475914,Mareanie,No,5CE4C36F,4E8DD0CF,Dragon,31,31,31,31,31,31,Regenerator,Mild,Female,117,137,183,0
3A8D5D7F,Dunsparce (Common),No,5D2AC7DA,774F09A3,Ghost,31,31,31,31,31,31,Serene Grace,Sassy,Male,244,213,183,0
3B30867A,Steenee,No,5DCDF0D5,028EBBF5,Ground,31,31,31,31,31,31,Leaf Guard,Timid,Female,178,45,87,0
3BB31877,Haunter,No,5E5082D2,FD348AFD,Dragon,31,31,31,31,31,31,Levitate,Sassy,Female,113,185,150,0
3BE822F7,Pawmo,No,5E858D52,E15E40AD,Dragon,31,31,31,31,31,31,Iron Fist,Timid,Female,144,113,130,0
3BFE9671,Luxio,No,5E9C00CC,2B1FB8F7,Electric,31,31,31,31,31,31,Intimidate,Jolly,Male,187,67,83,0
3C11BEF7,Flaaffy,No,5EAF2952,8D6F8C9E,Dragon,31,31,31,31,31,31,Static,Quiet,Male,87,68,163,0
3C7E5F0D,Noibat,No,5F1BC968,30D55352,Steel,31,31,31,31,31,31,Frisk,Bashful,Female,139,220,140,0
3D140C7F,Greedent,No,5FB176DA,971F6E47,Ghost,31,31,31,31,31,31,Cheek Pouch,Relaxed,Male,58,238,132,0
3D3EAC88,Carkol,No,5FDC16E3,30AE4420,Poison,31,31,31,31,31,31,Flash Fire,Brave,Male,152,128,1,0
3D979272,Stantler,No,6034FCCD,9573D86B,Psychic,31,31,31,31,31,31,Frisk,Lonely,Female,200,163,173,0
3DA3B7FB,Riolu,No,60412256,C52F569B,Poison,31,31,31,31,31,31,Prankster,Hasty,Male,117,155,86,0
3DCCA8F2,Spidops,No,606A134D,78DDFDF7,Psychic,31,31,31,31,31,31,Stakeout,Quirky,Male,99,112,170,0
3DE2F79E,Staravia,No,608061F9,C1F7E2D3,Steel,31,31,31,31,31,31,Reckless,Naughty,Male,83,115,81,0
3DE525F5,Kricketune,No,60829050,DB366A64,Dark,31,31,31,31,31,31,Swarm,Docile,Female,87,146,72,0
3DF75F72,Marill,No,6094C9CD,144C7FD4,Psychic,31,31,31,31,31,31,Sap Sipper,Quiet,Male,36,143,158,0
3DF88D7B,Staravia,No,6095F7D6,2979758F,Poison,31,31,31,31,31,31,Intimidate,Gentle,Male,186,116,246,0
3DFE52F3,Larvitar,No,609BBD4E,304EA6EB,Ice,31,31,31,31,31,31,Guts,Bashful,Female,157,161,133,0
3E35FC72,Axew,No,60D366CD,1CD9F347,Psychic,31,31,31,31,31,31,Unnerve,Docile,Female,235,66,146,0
3E48D8FB,Ditto,No,60E64356,6909A2E6,Poison,31,31,31,31,31,31,Imposter,Hardy,Genderless,178,128,198,0
3E5AA27C,Dolliv,No,60F80CD7,9F1F8B92,Water,31,31,31,31,31,31,Harvest,Sassy,Male,155,178,192,0
3E6EC6F2,Gothorita,No,610C314D,F0C039CB,Psychic,31,31,31,31,31,31,Shadow Tag,Serious,Female,123,101,142,0
3ED97D76,Dunsparce (Common),No,6176E7D1,AAF5107F,Fairy,31,31,31,31,31,31,Serene Grace,Careful,Male,210,114,181,0
3EED58FF,Ditto,No,618AC35A,FB998EF7,Ghost,31,31,31,31,31,31,Imposter,Hasty,Genderless,125,212,54,0
3FE6936F,Pelipper,No,6283FDCA,CFAAC198,Water,31,31,31,31,31,31,Keen Eye,Careful,Male,124,115,160,0
40004D17,Steenee,No,629DB772,49BBE4D3,Bug,31,31,31,31,31,31,Sweet Veil,Docile,Female,109,87,113,0
400ABE06,Dratini,No,62A82861,7108CAC4,Fighting,31,31,31,31,31,31,Shed Skin,Naughty,Male,153,111,26,0
406605ED,Eevee,No,63037048,E27B4225,Steel,31,31,31,31,31,31,Adaptability,Quirky,Male,92,186,218,0
40674E75,Frigibax,No,6304B8D0,DD99BF62,Dark,31,31,31,31,31,31,Ice Body,Adamant,Male,215,238,88,0
4086F202,Stantler,No,63245C5D,605DF735,Rock,31,31,31,31,31,31,Frisk,Mild,Male,56,174,190,0
40E63F02,Sudowoodo,No,6383A95D,E366ACEC,Rock,31,31,31,31,31,31,Sturdy,Brave,Female,64,149,119,0
4100C803,Mareanie,No,639E325E,46A74038,Ground,31,31,31,31,31,31,Regenerator,Lax,Male,124,153,204,0
41A65BEF,Pikachu,No,6443C64A,E0FADA29,Water,31,31,31,31,31,31,Static,Calm,Male,51,115,184,0
41FD616F,Oinkologne,No,649ACBCA,3592F041,Water,31,31,31,31,31,31,Gluttony,Gentle,Male,167,148,158,0
422C52FE,Larvitar,No,64C9BD59,F7D5A8D2,Fairy,31,31,31,31,31,31,Guts,Lax,Female,125,128,125,0
425F0F6F,Indeedee,No,64FC79CA,BC30E31D,Water,31,31,31,31,31,31,Own Tempo,Relaxed,Female,155,145,55,0
4264F8EF,Ditto,No,6502634A,D62CA636,Water,31,31,31,31,31,31,Imposter,Quirky,Genderless,165,188,158,0
42973E1F,Marill,No,6534A87A,9DBDC9DD,Dark,31,31,31,31,31,31,Sap Sipper,Quirky,Male,241,63,191,0
42CDEE89,Venomoth,No,656B58E4,724A12C9,Ground,31,31,31,31,31,31,Shield Dust,Calm,Female,139,75,68,0
431F6B82,Gumshoos,No,65BCD5DD,BAEA5150,Rock,31,31,31,31,31,31,Strong Jaw,Lax,Male,154,152,197,0
43445102,Seviper,No,65E1BB5D,56907B02,Rock,31,31,31,31,31,31,Shed Skin,Adamant,Female,58,195,123,0
439063ED,Tinkatuff,No,662DCE48,87738CD4,Steel,31,31,31,31,31,31,Own Tempo,Docile,Female,168,221,193,0
443EECFB,Carkol,No,66DC5756,43D1E12E,Electric,31,31,31,31,31,31,Steam Engine,Quirky,Female,98,163,196,0
445DFEF6,Flaaffy,No,66FB6951,B72D28F5,Fairy,31,31,31,31,31,31,Plus,Hardy,Male,95,144,6,0
44608983,Cetoddle,No,66FDF3DE,CD2DE0ED,Ground,31,31,31,31,31,31,Snow Cloak,Careful,Female,106,157,129,0
44CC3EEE,Flaaffy,No,6769A949,7ECA9E53,Fire,31,31,31,31,31,31,Plus,Gentle,Female,151,172,101,0
455650F3,Numel,No,67F3BB4E,A4BD4663,Ice,31,31,31,31,31,31,Oblivious,Calm,Female,22,110,178,0
458C5A03,Cetoddle,No,6829C45E,7D62B26E,Ground,31,31,31,31,31,31,Snow Cloak,Lax,Male,72,67,127,0
45B7EC84,Staravia,No,685556DF,1F3A8278,Grass,31,31,31,31,31,31,Reckless,Mild,Male,81,82,204,0
45D76083,Sunflora,No,6874CADE,A0EF006C,Ground,31,31,31,31,31,31,Early Bird,Impish,Male,79,184,112,0
4666C16F,Oinkologne,No,69042BCA,E1CCD029,Water,31,31,31,31,31,31,Lingering Aroma,Calm,Male,92,131,133,0
46750E83,Indeedee,No,691278DE,18C94C4E,Ground,31,31,31,31,31,31,Synchronize,Naughty,Male,20,202,127,0
46E9D77A,Gible,No,698741D5,E6901F8F,Psychic,31,31,31,31,31,31,Rough Skin,Bold,Male,18,124,42,0
471D4C78,Greedent,No,69BAB6D3,B6CB5173,Dragon,31,31,31,31,31,31,Gluttony,Rash,Female,148,112,130,0
473E65EC,Oinkologne,No,69DBD047,428E3A6B,Ghost,31,31,31,31,31,31,Gluttony,Lax,Female,215,93,183,0
47479CEE,Girafarig,No,69E50749,5DDBF8EF,Fire,31,31,31,31,31,31,Sap Sipper,Timid,Female,147,173,103,0
47B45A1E,Girafarig,No,6A51C479,1BADA54C,Fairy,31,31,31,31,31,31,Sap Sipper,Timid,Female,223,211,171,0
48862AEC,Goomy,No,6B239547,6ABD67D9,Ghost,31,31,31,31,31,31,Hydration,Bold,Male,72,151,148,0
48DD106C,Sableye,No,6B7A7AC7,BD90E641,Ghost,31,31,31,31,31,31,Keen Eye,Docile,Female,206,203,58,0
492ACF05,Pincurchin,No,6BC83960,F7CA90B6,Normal,31,31,31,31,31,31,Electric Surge,Naive,Male,128,247,129,0
492D60ED,Fletchinder,No,6BCACB48,FE6CE9A7,Steel,31,31,31,31,31,31,Flame Body,Adamant,Male,130,89,95,0
4971F585,Rufflet,No,6C0F5FE0,0BCE475C,Normal,31,31,31,31,31,31,Hustle,Jolly,Male,98,113,99,0
49DA0C99,Fletchinder,No,6C7776F4,B8EAE447,Dragon,31,31,31,31,31,31,Flame Body,Sassy,Female,133,59,168,0
49F26B88,Gumshoos,No,6C8FD5E3,1A69F18C,Poison,31,31,31,31,31,31,Adaptability,Serious,Male,38,79,168,0
4A642001,Fletchinder,No,6D018A5C,DFD0D8D8,Ghost,31,31,31,31,31,31,Flame Body,Impish,Female,157,154,144,0
4A88A105,Oinkologne,No,6D260B60,6E64BAE0,Normal,31,31,31,31,31,31,Thick Fat,Impish,Male,158,113,222,0
4B380674,Steenee,No,6DD570CF,2E9A8326,Dragon,31,31,31,31,31,31,Leaf Guard,Adamant,Female,186,80,141,0
4B7F7E6C,Dratini,No,6E1CE8C7,43EEC965,Ghost,31,31,31,31,31,31,Shed Skin,Naive,Female,124,91,133,0
4B836A95,Girafarig,No,6E20D4F0,545F0C6D,Dark,31,31,31,31,31,31,Early Bird,Timid,Female,168,109,241,0
4BAD2CFF,Carkol,No,6E4A975A,FB8D33AC,Fairy,31,31,31,31,31,31,Steam Engine,Brave,Male,197,98,214,0
4C1B9084,Zangoose,No,6EB8FADF,B7E2421E,Electric,31,31,31,31,31,31,Immunity,Naive,Female,61,65,210,0
4C40AA04,Deino,No,6EDE145F,538813CC,Electric,31,31,31,31,31,31,Hustle,Naive,Male,120,126,86,0
4C4111EE,Kricketune,No,6EDE7C49,51B1CF9B,Fire,31,31,31,31,31,31,Swarm,Serious,Female,139,113,121,0
4C8CC174,Oinkologne,No,6F2A2BCF,859FE98D,Dragon,31,31,31,31,31,31,Gluttony,Rash,Male,183,47,80,0
4CAC2B00,Noibat,No,6F49955B,0664F874,Steel,31,31,31,31,31,31,Telepathy,Serious,Male,177,71,159,0
4CAC8270,Dolliv,No,6F49ECCB,04C834C9,Grass,31,31,31,31,31,31,Harvest,Sassy,Male,111,168,184,0
4CC33409,Gothorita,No,6F609E64,59B1B5D0,Ground,31,31,31,31,31,31,Shadow Tag,Jolly,Female,131,144,116,0
4D909F08,Sudowoodo,No,702E0963,9361D4A8,Poison,31,31,31,31,31,31,Rock Head,Lax,Male,157,139,134,0
4DADE87D,Mareanie,No,704B52D8,003F26B0,Dark,31,31,31,31,31,31,Regenerator,Careful,Male,51,126,93,0
4DB7756D,Zorua,No,7054DFC8,2A14AB3B,Steel,31,31,31,31,31,31,Illusion,Gentle,Male,165,102,16,0
4E717DF9,Sneasel,No,710EE854,108FB73D,Dragon,31,31,31,31,31,31,Inner Focus,Quiet,Female,139,101,145,0
4EE8A485,Pelipper,No,71860EE0,F1DB47D4,Normal,31,31,31,31,31,31,Rain Dish,Serious,Male,22,129,131,0
4F557F80,Skiploom,No,71F2E9DB,9F46FA54,Steel,31,31,31,31,31,31,Infiltrator,Mild,Male,138,172,165,0
4FB9FE84,Marill,No,725768DF,2E4BEDFC,Electric,31,31,31,31,31,31,Thick Fat,Adamant,Female,139,149,17,0
4FE2C404,Venomoth,No,72802E5F,DA75C09E,Electric,31,31,31,31,31,31,Tinted Lens,Quirky,Male,108,152,97,0
5012176E,Gible,No,72AF81C9,A053BFF0,Fire,31,31,31,31,31,31,Sand Veil,Rash,Female,103,3,194,0
50389F05,Sudowoodo,No,72D60960,3A987005,Normal,31,31,31,31,31,31,Sturdy,Sassy,Female,192,185,153,0
5053D408,Snover,No,72F13E63,9D105B5F,Poison,31,31,31,31,31,31,Snow Warning,Rash,Female,119,60,99,0
5063A585,Sneasel,No,73010FE0,DF00E69D,Normal,31,31,31,31,31,31,Pickpocket,Modest,Female,93,189,143,0
506EA37D,Charcadet,No,730C0DD8,13099ED7,Poison,31,31,31,31,31,31,Flash Fire,Impish,Female,81,132,211,0
508F2481,Zangoose,No,732C8EDC,8DACC9B5,Steel,31,31,31,31,31,31,Immunity,Docile,Male,124,95,81,0
50D41E01,Dratini,No,7371885C,A8B66C2D,Steel,31,31,31,31,31,31,Shed Skin,Gentle,Male,125,31,152,0
50DFC2FA,Pawmo,No,737D2D55,CDCA19C1,Dragon,31,31,31,31,31,31,Volt Absorb,Impish,Female,118,202,116,0
50E03B88,Venomoth,No,737DA5E3,D95A20DD,Poison,31,31,31,31,31,31,Shield Dust,Careful,Female,21,118,53,0
51947AEC,Pawmo,No,7431E547,A74AD72A,Ghost,31,31,31,31,31,31,Volt Absorb,Adamant,Male,168,142,137,0
51AE267D,Steenee,No,744B90D8,10F5FAE6,Bug,31,31,31,31,31,31,Sweet Veil,Careful,Female,150,11,125,0
51B0CBFB,Noibat,No,744E3656,192ED9EB,Ice,31,31,31,31,31,31,Telepathy,Hardy,Female,218,191,202,0
51CF406C,Larvesta,No,746CAAC7,8B02F580,Ghost,31,31,31,31,31,31,Flame Body,Timid,Male,160,201,104,0
51D3D9F6,Chansey,No,74714451,9C91A55E,Fairy,31,31,31,31,31,31,Natural Cure,Naive,Female,141,117,19,0
523614EC,Basculin,No,74D37F47,2EA4FD44,Ghost,31,31,31,31,31,31,Adaptability,Quirky,Male,198,227,75,0
526D2E6C,Frigibax,No,750A98C7,02E13A96,Ghost,31,31,31,31,31,31,Thermal Exchange,Lonely,Female,201,93,180,0
52AACD15,Finizen,No,75483770,002C587D,Dark,31,31,31,31,31,31,Water Veil,Quiet,Female,134,96,32,0
52E26704,Oranguru,No,757FD15F,DE45BA77,Psychic,31,31,31,31,31,31,Inner Focus,Naive,Female,109,206,154,0
5316FC06,Axew,No,75B46661,AF03F27B,Fighting,31,31,31,31,31,31,Rivalry,Bashful,Male,237,119,135,0
53196F08,Pincurchin,No,75B6D963,B0DE2CE9,Poison,31,31,31,31,31,31,Lightning Rod,Brave,Male,185,106,194,0
532D4A81,Goomy,No,75CAB4DC,009A6689,Steel,31,31,31,31,31,31,Hydration,Hasty,Female,41,148,99,0
53767001,Numel,No,7613DA5C,2D206809,Steel,31,31,31,31,31,31,Oblivious,Hardy,Female,62,128,161,0
53F74071,Larvesta,No,7694AACC,28CFC2A2,Electric,31,31,31,31,31,31,Swarm,Quiet,Male,115,36,134,0
548D427C,Dolliv,No,772AACD7,88A560B1,Fairy,31,31,31,31,31,31,Early Bird,Impish,Male,119,164,217,0
54FE1FED,Skiploom,No,779B8A48,555AD358,Steel,31,31,31,31,31,31,Infiltrator,Bashful,Female,94,41,154,0
5509C084,Sunflora,No,77A72ADF,7951A0DF,Psychic,31,31,31,31,31,31,Chlorophyll,Jolly,Male,206,53,157,0
55E54180,Oinkologne,No,7882ABDB,E79E8EE7,Fire,31,31,31,31,31,31,Thick Fat,Quirky,Female,46,164,138,0
5609C01C,Finizen,No,78A72A77,77EF9F57,Ground,31,31,31,31,31,31,Water Veil,Calm,Female,114,139,117,0
56C65EF7,Flaaffy,No,7963C952,7283771D,Steel,31,31,31,31,31,31,Static,Brave,Female,117,137,134,0
5732C5F5,Oranguru,No,79D03050,23047BE5,Dark,31,31,31,31,31,31,Inner Focus,Adamant,Male,73,114,102,0
57348407,Fletchinder,No,79D1EE62,2C09B91B,Flying,31,31,31,31,31,31,Flame Body,Modest,Female,15,138,225,0
575C71ED,Kricketune,No,79F9DC48,C888783A,Steel,31,31,31,31,31,31,Swarm,Quirky,Female,86,182,102,0
585BCE80,Indeedee,No,7AF938DB,C66D6785,Water,31,31,31,31,31,31,Psychic Surge,Quiet,Female,108,39,75,0
587A01F3,Oinkologne,No,7B176C4E,47865B2C,Ice,31,31,31,31,31,31,Thick Fat,Bold,Female,139,118,173,0
587DAA05,Deino,No,7B1B1460,4E221F44,Normal,31,31,31,31,31,31,Hustle,Jolly,Male,133,108,148,0
58B40BEF,Noibat,No,7B51764A,304CF958,Water,31,31,31,31,31,31,Frisk,Jolly,Male,67,115,88,0
5918EE06,Frigibax,No,7BB65861,C21A59F5,Fighting,31,31,31,31,31,31,Ice Body,Rash,Female,159,163,37,0
5943D486,Basculin,No,7BE13EE1,653E78DD,Fighting,31,31,31,31,31,31,Adaptability,Hardy,Female,145,106,117,0
594EE9F5,Cetoddle,No,7BEC5450,99F75770,Dark,31,31,31,31,31,31,Thick Fat,Adamant,Female,69,67,115,0
595C9372,Pelipper,No,7BF9FDCD,D041BC04,Psychic,31,31,31,31,31,31,Rain Dish,Gentle,Female,51,131,82,0
599EB5F6,Cubchoo,No,7C3C2051,D97DADB6,Fairy,31,31,31,31,31,31,Snow Cloak,Quiet,Female,129,165,67,0
59A7776D,Gible,No,7C44E1C8,F4AA3AFF,Steel,31,31,31,31,31,31,Sand Veil,Serious,Female,204,136,178,0
59AFA6FA,Gothorita,No,7C4D1155,15F6A68E,Dark,31,31,31,31,31,31,Frisk,Modest,Female,127,187,116,0
59B07A86,Chansey,No,7C4DE4E1,2073E25F,Fighting,31,31,31,31,31,31,Healer,Sassy,Female,197,43,89,0
5A0D3B82,Venomoth,No,7CAAA5DD,8A5AF091,Steel,31,31,31,31,31,31,Shield Dust,Timid,Female,38,82,104,0
5A560102,Oinkologne,No,7CF36B5D,B5205A51,Steel,31,31,31,31,31,31,Gluttony,Modest,Male,120,7,193,0
5B4D5F6F,Marill,No,7DEAC9CA,895F046C,Water,31,31,31,31,31,31,Thick Fat,Lax,Male,65,136,52,0
5BAF5CFF,Girafarig,No,7E4CC75A,124F05E8,Steel,31,31,31,31,31,31,Early Bird,Bold,Male,153,88,131,0
5BDB3986,Chansey,No,7E78A3E1,C15A08C0,Fighting,31,31,31,31,31,31,Healer,Bashful,Female,217,182,195,0
5C1C8188,Oinkologne,No,7EB9EBE3,D6206F58,Poison,31,31,31,31,31,31,Aroma Veil,Naive,Female,112,192,153,0
5C254313,Zangoose,No,7EC2AD6E,F14AFFCF,Ice,31,31,31,31,31,31,Immunity,Impish,Female,122,153,113,0
5C728B07,Noibat,No,7F0FF562,2E181487,Flying,31,31,31,31,31,31,Frisk,Jolly,Male,233,41,65,0
5C8C3183,Kricketune,No,7F299BDE,93E306F2,Ghost,31,31,31,31,31,31,Swarm,Serious,Male,103,88,178,0
5C9E0A03,Deino,No,7F3B745E,DCB5132F,Ghost,31,31,31,31,31,31,Hustle,Bold,Female,214,205,33,0
5CD6E115,Bronzor,No,7F744B70,BECF30EE,Dark,31,31,31,31,31,31,Heatproof,Calm,Genderless,135,25,176,0
5D6AD006,Numel,No,80083A61,0DFB1AA8,Fighting,31,31,31,31,31,31,Simple,Rash,Male,110,209,147,0
5E4019F2,Chansey,No,80DD844D,6216E4C0,Psychic,31,31,31,31,31,31,Natural Cure,Adamant,Female,163,190,213,0
5E6E3B6E,Charcadet,No,810BA5C9,19AA97DB,Fire,31,31,31,31,31,31,Flash Fire,Timid,Female,46,148,156,0
5EC72D08,Bruxish,No,81649763,75CCEF42,Poison,31,31,31,31,31,31,Dazzling,Impish,Male,102,80,190,0
5F479B05,Pikachu,No,81E50560,76E47415,Normal,31,31,31,31,31,31,Lightning Rod,Calm,Female,74,120,95,0
5F8BDF87,Skiploom,No,822949E2,88BB98B7,Flying,31,31,31,31,31,31,Chlorophyll,Naughty,Female,131,128,110,0
5F9AA06C,Larvesta,No,82380AC7,CAEF711F,Ghost,31,31,31,31,31,31,Flame Body,Sassy,Female,134,138,192,0
5FD20A7D,Rufflet,No,826F74D8,A909229D,Water,31,31,31,31,31,31,Sheer Force,Timid,Male,121,192,130,0
5FFD6379,Naclstack,No,829ACDD4,4DCD5487,Fairy,31,31,31,31,31,31,Purifying Salt,Rash,Male,49,181,170,0
60358787,Glimmet,No,82D2F1E2,38B52E01,Flying,31,31,31,31,31,31,Toxic Debris,Sassy,Female,140,168,80,0
6035C680,Dedenne,No,82D330DB,37B0E31C,Poison,31,31,31,31,31,31,Plus,Docile,Male,161,171,176,0
606EFC00,Axew,No,830C665B,1BE8D0BE,Poison,31,31,31,31,31,31,Mold Breaker,Docile,Female,53,156,96,0
608337FF,Riolu,No,8320A25A,736C5E12,Electric,31,31,31,31,31,31,Steadfast,Rash,Male,204,76,157,0
61033A01,Charcadet,No,83A0A45C,71F3182B,Flying,31,31,31,31,31,31,Flash Fire,Rash,Male,141,237,43,0
6120A0F2,Fletchinder,No,83BE0B4D,E4613DD8,Psychic,31,31,31,31,31,31,Gale Wings,Docile,Male,125,223,116,0
61F21619,Indeedee,No,848F8074,2DD3F078,Water,31,31,31,31,31,31,Synchronize,Brave,Female,81,133,196,0
62375E8D,Haunter,No,84D4C8E8,3FD339ED,Steel,31,31,31,31,31,31,Levitate,Docile,Female,43,92,58,0
